timestamp,fask1,fask1amountltc,fbid1,fbid1amountltc,sask1,sask1amount,sbid1,sbid1amount,diff,mindiff,maxdiff,avadiff
2017/6/8 9:11:05,189.8589184,10.479528782567845914790590106,189.5021568,9.77517106549364613880742913,189.1,0.25,189.08,19.5,0.7789184,0.0923840,0.8000832,0.5575904
2017/6/8 9:11:10,189.8589184,7.5886242908249918693311169732,189.5021568,9.77517106549364613880742913,189.78,100,189.1,5.041,0.7589184,0.0923840,0.8000832,0.5623839238095238095238095238
2017/6/8 9:11:16,189.8589184,3.9749936761464243125067755574,189.5021568,9.77517106549364613880742913,189.78,100,189.18,3,0.6789184,0.0923840,0.8000832,0.5650940279069767441860465116
2017/6/8 9:11:22,189.8589184,3.9749936761464243125067755574,189.5021568,9.77517106549364613880742913,189.78,100,189.18,3,0.6789184,0.0923840,0.8000832,0.5676809454545454545454545455
2017/6/8 9:11:27,189.8451968,27.104188500596292147013118427,189.5021568,9.77517106549364613880742913,189.77,13.065,189.18,3,0.6651968,0.0923840,0.8000832,0.5698479644444444444444444444
2017/6/8 9:11:33,189.8451968,10.841675400238516858805247371,189.2757504,1.8123821951573147745396549224,189.77,13.065,189.18,3,0.6651968,0.0923840,0.8000832,0.571920765217391304347826087
2017/6/8 9:11:39,189.8657792,478.06605478066054780660547807,189.2757504,2.1748586341887777294475859069,189.77,13.065,189.5,26.39,0.3657792,0.0923840,0.8000832,0.5675347744680851063829787234
2017/6/8 9:11:44,189.8657792,455.3010045530100455301004553,189.2757504,1.8123821951573147745396549224,189.77,13.065,189.5,26.235,0.3657792,0.0923840,0.8000832,0.5633315333333333333333333333
2017/6/8 9:11:50,189.8657792,440.84700440847004408470044085,189.2757504,1.8123821951573147745396549224,189.5,4.03,189.18,3,0.6857792,0.0923840,0.8000832,0.5658304653061224489795918367
2017/6/8 9:11:56,189.8520576,108.77421220005782017924255565,189.0356224,2.9034950822052045149348528291,189.5,4.03,189.2,57.99,0.6520576,0.0923840,0.8000832,0.567555008
2017/6/8 9:12:01,189.8314752,14.095196790632115363764501789,189.0630656,15.241136553325833726457887288,189.77,12.965,189.5,26.97,0.3314752,0.0923840,0.8000832,0.5629259921568627450980392157
2017/6/8 9:12:07,189.8314752,23.853409953377426000216849181,189.0767872,3.6285786857288000290286294858,189.7,300,189.5,29.533,0.3314752,0.0923840,0.8000832,0.5584750153846153846153846154
2017/6/8 9:12:13,189.8177536,9.758918567246177756894495247,189.083648,9.796806966618287373004354136,189.5,0.117,189.2,7.99,0.6177536,0.0923840,0.8000832,0.5595934792452830188679245283
2017/6/8 9:12:18,189.8040320,13.012832098319175853967106452,189.083648,3.6284470246734397677793904209,189.5,0.117,189.2,10.541,0.6040320,0.0923840,0.8000832,0.5604164148148148148148148148
2017/6/8 9:12:24,189.8040320,16.627507681185613591180191578,189.083648,3.6284470246734397677793904209,189.5,0.117,189.2,10.541,0.6040320,0.0923840,0.8000832,0.5612094254545454545454545455
2017/6/8 9:12:30,189.7903104,20.605140440299316776922242707,189.083648,3.6284470246734397677793904209,189.69,17.61,189.2,7.884,0.5903104,0.0923840,0.8000832,0.5617290857142857142857142857
2017/6/8 9:12:35,189.7903104,32.895925966091891696489896251,189.083648,0.7256894049346879535558780842,189.69,17.61,189.2,2.194,0.5903104,0.0923840,0.8000832,0.5622305122807017543859649123
2017/6/8 9:12:41,189.7903104,20.243646748364241043993782308,189.083648,0.7256894049346879535558780842,189.69,17.51,189.2,12.224,0.5903104,0.0923840,0.8000832,0.5627146482758620689655172414
2017/6/8 9:12:47,189.7903104,10.483317066117196254925351553,189.0905088,0.3628315373172236130764486049,189.6,9,189.2,38.609,0.5903104,0.0923840,0.8000832,0.5631823728813559322033898305
2017/6/8 9:12:52,189.7903104,16.990203520948559447637638723,189.0905088,8.707956895613366713834766518,189.6,9,189.2,38.629,0.5903104,0.0923840,0.8000832,0.5636345066666666666666666667
2017/6/8 9:12:58,189.7903104,10.483317066117196254925351553,189.0973696,3.628183731224149190915027937,189.6,9,189.59,50,0.2003104,0.0923840,0.8000832,0.5576783737704918032786885246
2017/6/8 9:13:03,189.7834496,19.882871809702841443134986624,189.1042304,0.7256104197656278344157022095,189.6,77.22,189.59,50,0.1934496,0.0923840,0.8000832,0.551803716129032258064516129
2017/6/8 9:13:09,189.7765888,13.376233686417700010845594881,189.0973696,6.5307307162034685436470502866,189.6,77.22,189.59,21.58,0.1865888,0.0923840,0.8000832,0.546006653968253968253968254
2017/6/8 9:13:15,189.7765888,13.376233686417700010845594881,189.0973696,3.628183731224149190915027937,189.59,0.45,189.2,8.109,0.5765888,0.0923840,0.8000832,0.5464845
2017/6/8 9:13:20,189.6942592,2.1700604000144670693334297805,189.1042304,3.2652468889453252548706599427,189.59,0.45,189.2,7.059,0.4942592,0.0923840,0.8000832,0.5456810338461538461538461538
2017/6/8 9:13:26,189.6942592,2.1700604000144670693334297805,189.1110912,0.7255840951966332897982876215,189.59,0.45,189.2,12.149,0.4942592,0.0923840,0.8000832,0.5449019151515151515151515152
2017/6/8 9:13:32,189.6942592,2.1700604000144670693334297805,189.1110912,0.7255840951966332897982876215,189.59,15.61,189.2,17.149,0.4942592,0.0923840,0.8000832,0.5441460537313432835820895522
2017/6/8 9:13:37,189.6942592,2.1700604000144670693334297805,189.1110912,1.0883761427949499346974314323,189.59,15.61,189.2,17.149,0.4942592,0.0923840,0.8000832,0.5434124235294117647058823529
2017/6/8 9:13:43,189.6942592,2.1700604000144670693334297805,189.1110912,1.0883761427949499346974314323,189.59,88.61,189.2,17.149,0.4942592,0.0923840,0.8000832,0.5427000579710144927536231884
2017/6/8 9:13:49,189.6942592,2.1700604000144670693334297805,189.1110912,1.0883761427949499346974314323,189.58,2,189,371.035,0.6942592,0.0923840,0.8000832,0.5448651885714285714285714286
2017/6/8 9:13:54,189.6873984,6.5104166666666666666666666667,189.1110912,1.0883761427949499346974314323,189.58,1.9,189,371.035,0.6873984,0.0923840,0.8000832,0.5468726985915492957746478873
2017/6/8 9:14:00,189.6873984,10.850694444444444444444444444,189.0973696,3.628183731224149190915027937,189.5,20.734,189.02,0.956,0.6673984,0.0923840,0.8000832,0.5485466666666666666666666667
2017/6/8 9:14:06,189.6942592,2.1700604000144670693334297805,188.8023552,0.7267705948617318943275555071,189.5,12.319,189.02,0.956,0.6742592,0.0923840,0.8000832,0.5502687561643835616438356164
2017/6/8 9:14:11,189.563904,0.7238508867173362287368802027,188.8297984,5.4499872833630054863205319188,189.59,88.339,189.5,7.371,0.063904,0.063904,0.8000832,0.5436962594594594594594594595
2017/6/8 9:14:17,189.563904,0.7238508867173362287368802027,188.8641024,0.3632664922987503632664922988,189.2,2.398,189.03,231.52,0.533904,0.063904,0.8000832,0.543565696
2017/6/8 9:14:23,189.563904,0.7238508867173362287368802027,188.8846848,16.345210853220006538084341288,189.5,150.7,189.2,12.529,0.363904,0.063904,0.8000832,0.5412017263157894736842105263
2017/6/8 9:14:28,189.563904,0.7238508867173362287368802027,188.9121280,10.16887597603050662792809152,189.5,150.7,189.03,231.67,0.533904,0.063904,0.8000832,0.5411069506493506493506493506
2017/6/8 9:14:34,189.5570432,10.134279199391943248036483405,188.9327104,5.4470186651172924685888590312,189.59,86.339,189,45.509,0.5570432,0.063904,0.8000832,0.5413112615384615384615384615
2017/6/8 9:14:40,189.5570432,10.134279199391943248036483405,188.9327104,0.7262691553489723291451812042,189.59,85.659,189.2,5,0.3570432,0.063904,0.8000832,0.538978754430379746835443038
2017/6/8 9:14:45,189.6668160,3.6172906493036715500090432266,189.6187904,14.834647948476734930168608438,189.59,85.659,189,8.079,0.6668160,0.063904,0.8000832,0.54057672
2017/6/8 9:14:51,189.5982080,0.7237199203908087570110367288,189.015040,19.600725952813067150635208711,189.59,86.659,189.2,4.78,0.3982080,0.063904,0.8000832,0.5388190814814814814814814815
2017/6/8 9:14:57,189.5982080,0.7237199203908087570110367288,188.9532928,2.904760175737990632148433245,189.58,18.217,189.2,2.29,0.3982080,0.063904,0.8000832,0.5371043121951219512195121951
2017/6/8 9:15:02,189.5227392,0.7240081088908195771792644078,188.9532928,2.904760175737990632148433245,189.58,18.217,189.2,2.15,0.3227392,0.063904,0.8000832,0.5345216
2017/6/8 9:15:08,189.5227392,0.7240081088908195771792644078,188.9670144,9.802853719638383618342228515,189.58,18.217,188.9,18.019,0.6227392,0.063904,0.8000832,0.5355718095238095238095238095
2017/6/8 9:15:14,189.5227392,0.3620040544454097885896322039,188.9670144,1.8153432814145154848781904658,189.58,0.007,188.9,15.319,0.6227392,0.063904,0.8000832,0.5365973082352941176470588235
2017/6/8 9:15:19,189.6256512,5.7889214515720539816925359094,188.9532928,2.904760175737990632148433245,189.57,21,188.9,15.319,0.7256512,0.063904,0.8000832,0.5387956093023255813953488372
2017/6/8 9:15:25,189.6256512,5.7889214515720539816925359094,188.9532928,2.904760175737990632148433245,189.57,21.6,188.9,20.319,0.7256512,0.063904,0.8000832,0.5409433747126436781609195402
2017/6/8 9:15:31,189.6256512,12.663265675313868084952422302,188.9532928,2.904760175737990632148433245,189.57,21.6,188.92,115.36,0.7056512,0.063904,0.8000832,0.5428150545454545454545454545
2017/6/8 9:15:36,189.6187904,3.6182068167016426658947825458,188.9532928,2.904760175737990632148433245,189.57,21.6,188.92,112.631,0.6987904,0.063904,0.8000832,0.5445675865168539325842696629
2017/6/8 9:15:42,189.6119296,1.4473350942576980135325831313,188.9532928,2.904760175737990632148433245,189.57,21.6,189,12,0.6119296,0.063904,0.8000832,0.5453160533333333333333333333
2017/6/8 9:15:48,189.6050688,9.408018526559559994210450138,188.9532928,2.904760175737990632148433245,189,0.7,188.92,97.951,0.6850688,0.063904,0.8000832,0.5468517978021978021978021978
2017/6/8 9:15:53,189.2826112,0.3624633005908151799630287433,188.9601536,5.446227579696463582891583763,189.57,21.5,188.92,97.951,0.3626112,0.063904,0.8000832,0.5448491826086956521739130435
2017/6/8 9:15:59,189.2826112,0.3624633005908151799630287433,188.9601536,1.0892455159392927165783167526,189.57,21.4,188.92,95.171,0.3626112,0.063904,0.8000832,0.5428896344086021505376344086
2017/6/8 9:16:05,189.2826112,0.3624633005908151799630287433,188.9601536,1.0892455159392927165783167526,189.57,33.2,189,103.03,0.2826112,0.063904,0.8000832,0.5401207148936170212765957447
2017/6/8 9:16:10,189.2826112,0.3624633005908151799630287433,188.9601536,1.0892455159392927165783167526,189.57,33.2,189,113.03,0.2826112,0.063904,0.8000832,0.5374100884210526315789473684
2017/6/8 9:16:16,189.5982080,10.855798805862131355165550932,189.2826112,17.760701728949943818188408424,189.58,0.007,189.57,39.42,0.0282080,0.0282080,0.8000832,0.5321059
2017/6/8 9:16:22,189.5982080,10.855798805862131355165550932,189.2826112,16.31084852658668309833629345,189.57,11.74,188.92,60.671,0.6782080,0.0282080,0.8000832,0.5336121072164948453608247423
2017/6/8 9:16:27,189.5982080,10.855798805862131355165550932,189.2826112,16.31084852658668309833629345,189.57,11.74,188.92,60.531,0.6782080,0.0282080,0.8000832,0.5350875755102040816326530612
2017/6/8 9:16:33,189.5982080,3.6185996019540437850551836439,189.2826112,16.31084852658668309833629345,189.58,0.007,189.57,59.1,0.0282080,0.0282080,0.8000832,0.5299675797979797979797979798
2017/6/8 9:16:39,189.6942592,1.4467069333429780462222865203,189.2826112,16.31084852658668309833629345,189.58,0.007,188.92,16.921,0.7742592,0.0282080,0.8000832,0.532410496
2017/6/8 9:16:44,189.6942592,1.4467069333429780462222865203,189.2826112,16.31084852658668309833629345,189.59,35.156,189.58,7.22,0.1142592,0.0282080,0.8000832,0.5282703841584158415841584158
2017/6/8 9:16:50,190.0235776,9.387298263349821280283063148,189.8795008,6.1425061425061425061425061425,189.59,35.156,189.58,7.22,0.4435776,0.0282080,0.8000832,0.5274400627450980392156862745
2017/6/8 9:16:56,190.2088192,6.4925696147742028567306305006,190.0990464,1.4436263894903998845098888408,189.5,10.256,189.02,123.24,1.1888192,0.0282080,1.1888192,0.5338612194174757281553398058
2017/6/8 9:17:01,190.2088192,6.4925696147742028567306305006,190.0990464,1.4436263894903998845098888408,189.5,10.656,189.02,123.27,1.1888192,0.0282080,1.1888192,0.5401588923076923076923076923
2017/6/8 9:17:07,190.2088192,5.0497763670466022219016015005,189.8726400,471.90605239385727190605239386,189.56,20,189.5,86.254,0.7088192,0.0282080,1.1888192,0.541765180952380952380952381
2017/6/8 9:17:13,190.2088192,5.0497763670466022219016015005,189.8795008,31.073854603266367972250325192,189.56,20,189.5,77.039,0.7088192,0.0282080,1.1888192,0.5433411622641509433962264151
2017/6/8 9:17:18,190.5793024,0.7199942400460796313629490964,189.8795008,11.562364503540974129209423327,189.5,27.961,189.02,123.23,1.5593024,0.0282080,1.5593024,0.5528361271028037383177570093
2017/6/8 9:17:24,190.8331520,15.818802804242315297501348193,189.9000832,3.2515625564507388272697713068,189.5,27.961,189.02,120.54,1.8131520,0.0282080,1.8131520,0.5645057185185185185185185185
2017/6/8 9:17:30,190.8194304,107.86322942508898716427569841,189.9412480,2.8896514357955571609174643309,189.5,27.961,189.02,120.54,1.7994304,0.0282080,1.8131520,0.5758353027522935779816513761
2017/6/8 9:17:35,190.798848,5.3937432578209277238403451996,189.9549696,10.474229782930617257196518222,189.5,27.961,189.02,120.54,1.778848,0.0282080,1.8131520,0.5867717818181818181818181818
2017/6/8 9:17:41,190.7782656,11.86751537382673427554212968,189.9549696,10.474229782930617257196518222,189.5,25.327,189.02,87.65,1.7582656,0.0282080,1.8131520,0.5973257801801801801801801802
2017/6/8 9:17:47,190.7714048,9.710134503344601884485362871,189.9686912,2.8892339918379139730578930261,189.5,25.327,189.02,9.226,1.7514048,0.0282080,1.8131520,0.6076300571428571428571428571
2017/6/8 9:17:52,190.7165184,21.224548528671127419238794158,190.1196288,4.3304103063765291761394392119,189.6,58.4,189.02,13.966,1.6965184,0.0282080,1.8131520,0.6172662371681415929203539823
2017/6/8 9:17:58,190.7096576,94.61452674749073641040400043,189.9892736,0.3611151235013722374693052145,189.6,58.4,189.1,5,1.6096576,0.0282080,1.8131520,0.6259714245614035087719298246
2017/6/8 9:18:04,190.7096576,94.61452674749073641040400043,189.9824128,3.2501534794698638546820266513,189.5,145.76,189.1,5,1.6096576,0.0282080,1.8131520,0.6345252173913043478260869565
2017/6/8 9:18:09,190.7096576,162.96722667913803647875670036,189.9824128,3.2501534794698638546820266513,189.1,0.99,189.02,12.319,1.6896576,0.0282080,1.8131520,0.643621186206896551724137931
2017/6/8 9:18:15,190.7096576,7.9145231499802136921250494658,189.9824128,2.88902531508432342638402369,189.5,1.99,189.2,45.85,1.5096576,0.0282080,1.8131520,0.6510232068376068376068376068
2017/6/8 9:18:21,190.7096576,7.9145231499802136921250494658,189.9824128,3.2501534794698638546820266513,189.68,38.59,189.2,45.91,1.5096576,0.0282080,1.8131520,0.6582997694915254237288135593
2017/6/8 9:18:26,190.7096576,33.097096809008166348886570493,189.9824128,3.2501534794698638546820266513,189.68,32.273,189.2,44.22,1.5096576,0.0282080,1.8131520,0.6654540369747899159663865546
2017/6/8 9:18:32,190.7096576,33.097096809008166348886570493,189.9824128,3.2501534794698638546820266513,189.69,76.185,189.3,290.728,1.4096576,0.0282080,1.8131520,0.6716557333333333333333333333
2017/6/8 9:18:38,190.7096576,33.097096809008166348886570493,189.9824128,3.2501534794698638546820266513,189.67,5.28,189.3,293.448,1.4096576,0.0282080,1.8131520,0.6777549223140495867768595041
2017/6/8 9:18:43,190.7096576,33.097096809008166348886570493,189.9824128,3.2501534794698638546820266513,189.67,5.28,189.5,5,1.2096576,0.0282080,1.8131520,0.6821147803278688524590163934
2017/6/8 9:18:49,190.3460352,3.6043829296424452133794694348,189.9824128,0.3611281643855404282980029613,189.68,47.46,189.5,5,0.8460352,0.0282080,1.8131520,0.6834474666666666666666666667
2017/6/8 9:18:55,190.7096576,32.737345756736338453789977336,189.9892736,3.2500361115123501372237469305,189.68,39.937,189.5,7.81,1.2096576,0.0282080,1.8131520,0.6876910967741935483870967742
2017/6/8 9:19:00,190.7096576,32.737345756736338453789977336,189.9892736,3.2500361115123501372237469305,189.68,29.168,189.5,7.81,1.2096576,0.0282080,1.8131520,0.6918668288
2017/6/8 9:19:06,190.7096576,7.5547720977083857970284563082,189.9892736,3.2500361115123501372237469305,189.68,15.345,189.5,7.81,1.2096576,0.0282080,1.8131520,0.6959762793650793650793650794
2017/6/8 9:19:12,190.7096576,7.5547720977083857970284563082,189.9892736,3.2500361115123501372237469305,189.69,49.696,189.5,7.81,1.2096576,0.0282080,1.8131520,0.7000210141732283464566929134
2017/6/8 9:19:17,190.7096576,1.7987552613591394754829657877,189.9892736,7.22230247002744474938610429,189.69,40.274,189.5,10,1.2096576,0.0282080,1.8131520,0.70400255
2017/6/8 9:19:23,190.7027968,2.1585839689163908476039717945,190.2774272,9.37477464484026826278214466,189.7,191.232,189.5,10,1.2027968,0.0282080,1.8131520,0.7078691720930232558139534884
2017/6/8 9:19:29,190.7027968,2.1585839689163908476039717945,190.2774272,9.735342900411047811350688685,189.7,178.847,189.69,4.41,1.0127968,0.0282080,1.8131520,0.7102147692307692307692307692
2017/6/8 9:19:34,190.7027968,2.1585839689163908476039717945,190.2774272,9.735342900411047811350688685,189.78,100,189.7,83.12,1.0027968,0.0282080,1.8131520,0.7124482198473282442748091603
2017/6/8 9:19:40,190.7027968,2.1585839689163908476039717945,190.2842880,2.1633315305570578691184424013,189.79,0.5,189.7,103.12,1.0027968,0.0282080,1.8131520,0.7146478303030303030303030303
2017/6/8 9:19:45,190.7027968,2.1585839689163908476039717945,190.2842880,2.1633315305570578691184424013,189.88,1,189.8,9.64,0.9027968,0.0282080,1.8131520,0.7160624842105263157894736842
2017/6/8 9:19:51,190.7096576,1.0792531568154836852897794726,190.2842880,2.1633315305570578691184424013,189.88,1,189.8,9.54,0.9096576,0.0282080,1.8131520,0.7175072238805970149253731343
2017/6/8 9:19:57,190.7096576,1.0792531568154836852897794726,190.2842880,2.1633315305570578691184424013,189.88,0.49,189.81,0.5,0.8996576,0.0282080,1.8131520,0.7188564859259259259259259259
2017/6/8 9:20:03,190.7096576,1.0792531568154836852897794726,190.2842880,1.8027762754642148909320353344,189.89,1,189.81,0.5,0.8996576,0.0282080,1.8131520,0.7201859058823529411764705882
2017/6/8 9:20:08,190.7096576,1.0792531568154836852897794726,190.2842880,1.8027762754642148909320353344,189.9,49.96,189.89,3.7,0.8196576,0.0282080,1.8131520,0.7209119766423357664233576642
2017/6/8 9:20:14,190.7096576,1.0792531568154836852897794726,190.2842880,6.129439336578330629168920137,189.95,9.98,189.9,5.92,0.8096576,0.0282080,1.8131520,0.7215550608695652173913043478
2017/6/8 9:20:20,190.7096576,1.0792531568154836852897794726,190.2842880,6.8505498467640165855417342708,190.01,0.1,190,2296.393,0.7096576,0.0282080,1.8131520,0.7214694676258992805755395683
2017/6/8 9:20:25,190.9635072,4.3112739814615218797154559172,190.2980096,20.910696903053682806359736093,190.5,467.65,190,46.351,0.9635072,0.0282080,1.8131520,0.7231983085714285714285714286
2017/6/8 9:20:31,190.8400128,287.60425654299683635317802703,190.3117312,10.454594614081257435379790187,190.19,0.1,190,43.821,0.8400128,0.0282080,1.8131520,0.7240267801418439716312056738
2017/6/8 9:20:37,191.0938624,2.5131942699170645890927368686,190.8400128,2.1570319240724762726488352028,190.29,4.19,190.2,22.9,0.8938624,0.0282080,1.8131520,0.7252228056338028169014084507
2017/6/8 9:20:42,191.0938624,1.4361110113811797651958496392,190.8468736,21.929036200884351295970090233,190.49,19.29,190.29,7.214,0.8038624,0.0282080,1.8131520,0.7257727328671328671328671329
2017/6/8 9:20:48,191.0938624,1.4361110113811797651958496392,190.9703680,8.262978264774564397341476558,190.5,342.65,190.29,2.664,0.8038624,0.0282080,1.8131520,0.7263150222222222222222222222
2017/6/8 9:20:54,191.0870016,179.16128105701565417205227632,190.9703680,9.34075803844081192742949524,190.5,213.456,190.29,2.714,0.7970016,0.0282080,1.8131520,0.7268025158620689655172413793
2017/6/8 9:20:59,191.0870016,179.16128105701565417205227632,190.9703680,8.262978264774564397341476558,190.5,208.456,190.2,31.69,0.8870016,0.0282080,1.8131520,0.7278997698630136986301369863
