timestamp,fask1,fask1amountltc,fbid1,fbid1amountltc,sask1,sask1amount,sbid1,sbid1amount,diff,mindiff,maxdiff,avadiff
2017/6/8 11:15:28,192.651264,0.3561253561253561253561253561,192.514048,3.563791874554526015680684248,192.2,160.017,192.15,63.884,0.501264,0.501264,0.501264,0.501264
2017/6/8 11:15:34,192.651264,0.7122507122507122507122507123,192.514048,3.563791874554526015680684248,192.2,131.527,192.15,63.884,0.501264,0.501264,0.501264,0.501264
2017/6/8 11:15:39,192.651264,0.7122507122507122507122507123,192.5003264,3.5640459049112552569677097441,192.2,104.443,192.15,44.382,0.501264,0.501264,0.501264,0.501264
2017/6/8 11:15:45,192.651264,0.3561253561253561253561253561,192.5003264,3.5640459049112552569677097441,192.2,79.679,192.15,44.382,0.501264,0.501264,0.501264,0.501264
2017/6/8 11:15:51,192.651264,0.3561253561253561253561253561,192.5003264,3.5640459049112552569677097441,192.2,64.414,192.15,23.052,0.501264,0.501264,0.501264,0.501264
2017/6/8 11:15:56,192.9668608,28.443433122377871009030790016,192.5003264,3.5640459049112552569677097441,192.2,43.239,192.15,22.802,0.8168608,0.501264,0.8168608,0.5538634666666666666666666667
2017/6/8 11:16:02,192.9531392,34.13454700611577300526240933,192.5003264,3.5640459049112552569677097441,192.7,107.68,192.11,89.038,0.8431392,0.501264,0.8431392,0.5951885714285714285714285714
2017/6/8 11:16:08,192.9394176,22.402389588222743759334328995,192.5003264,3.5640459049112552569677097441,192.7,107.68,192.11,89.038,0.8294176,0.501264,0.8431392,0.6244672
2017/6/8 11:16:13,192.9394176,1.0667804565820354171111585236,192.514048,19.957234497505345687811831789,192.7,107.68,192.11,77.188,0.8294176,0.501264,0.8431392,0.6472394666666666666666666667
2017/6/8 11:16:19,192.9874432,21.330299690710654484695509972,192.5277696,0.3563537880407668733518637303,192.7,107.68,192.15,46.78,0.8374432,0.501264,0.8431392,0.66625984
2017/6/8 11:16:25,192.9874432,18.130754737104056311991183476,192.514048,19.957234497505345687811831789,192.7,107.68,192.15,46.78,0.8374432,0.501264,0.8431392,0.6818219636363636363636363636
2017/6/8 11:16:30,192.9737216,23.109467771180716037970633199,192.5209088,3.5636648729553472791418694986,192.6,200,192.15,46.78,0.8237216,0.501264,0.8431392,0.6936469333333333333333333333
2017/6/8 11:16:36,192.9600000,19.911111111111111111111111111,192.514048,18.53171774768353528153955809,192.6,200,192.3,92.97,0.6600000,0.501264,0.8431392,0.6910587076923076923076923077
2017/6/8 11:16:42,192.9874432,33.061964520601514451278040456,192.5209088,3.5636648729553472791418694986,192.6,200,192.3,92.87,0.6874432,0.501264,0.8431392,0.6908004571428571428571428571
2017/6/8 11:16:47,192.9805824,26.66382252559726962457337884,192.5209088,8.552795695092833469940486797,192.6,200,192.3,79.83,0.6805824,0.501264,0.8431392,0.6901192533333333333333333333
2017/6/8 11:16:53,192.9805824,4.9772468714448236632536973834,192.5209088,8.552795695092833469940486797,192.6,200,192.3,79.73,0.6805824,0.501264,0.8431392,0.6895232
2017/6/8 11:16:59,192.994304,20.26306434411660149306789904,192.5209088,8.552795695092833469940486797,192.6,200,192.3,79.63,0.694304,0.501264,0.8431392,0.6898044235294117647058823529
2017/6/8 11:17:04,192.9874432,4.9770699278324860464289523268,192.5209088,8.552795695092833469940486797,192.6,152.814,192.3,79.63,0.6874432,0.501264,0.8431392,0.6896732444444444444444444444
2017/6/8 11:17:12,192.9874432,13.509189804116747840307156316,192.5620736,13.182741297609292051163287847,192.6,103.287,192.3,80.13,0.6874432,0.501264,0.8431392,0.6895558736842105263157894737
2017/6/8 11:17:17,192.994304,11.731247778172769285460362602,192.9874432,0.3555049948451775747449251662,192.6,103.287,192.3,73.062,0.694304,0.501264,0.8431392,0.68979328
2017/6/8 11:17:23,192.994304,27.728403839317454674724493423,192.9874432,0.3555049948451775747449251662,192.6,66.697,192.3,77.458,0.694304,0.501264,0.8431392,0.6900080761904761904761904762
2017/6/8 11:17:29,192.994304,11.731247778172769285460362602,192.9874432,0.3555049948451775747449251662,192.6,40.831,192.3,64.629,0.694304,0.501264,0.8431392,0.6902033454545454545454545455
2017/6/8 11:17:34,192.994304,11.731247778172769285460362602,192.9874432,0.3555049948451775747449251662,192.7,127.68,192.6,1.13,0.394304,0.394304,0.8431392,0.6773381565217391304347826087
2017/6/8 11:17:40,192.994304,11.731247778172769285460362602,192.9874432,0.3555049948451775747449251662,192.7,127.68,192.6,14.317,0.394304,0.394304,0.8431392,0.6655450666666666666666666667
2017/6/8 11:17:46,193.0011648,204.75631865202090220752906047,192.994304,11.731247778172769285460362602,192.7,127.68,192.3,56.192,0.7011648,0.394304,0.8431392,0.666969856
2017/6/8 11:17:51,193.0011648,191.24808929650563435356012939,192.994304,11.731247778172769285460362602,192.7,127.68,192.33,193.64,0.6711648,0.394304,0.8431392,0.6671312
2017/6/8 11:17:57,193.0011648,191.24808929650563435356012939,192.994304,11.731247778172769285460362602,192.7,127.68,192.33,199.978,0.6711648,0.394304,0.8431392,0.6672805925925925925925925926
2017/6/8 11:18:02,193.0011648,155.70011730830756105364188973,192.994304,11.731247778172769285460362602,192.7,127.68,192.33,206.369,0.6711648,0.394304,0.8431392,0.6674193142857142857142857143
2017/6/8 11:18:08,193.0011648,155.70011730830756105364188973,192.994304,11.731247778172769285460362602,192.6,4.59,192.34,5,0.6611648,0.394304,0.8431392,0.6672036413793103448275862069
